4873,4
8366,4
5524,4
4873,4
5739,4
8678,4
8363,4
8317,4
5730,4
8678,4
5739,4
8366,4
8371,4
8479,4
5371,4
5739,4
8690,4
4873,4
5739,4
8371,4
3501,4
3647,4
5730,4
7039,4
3501,4
3359,4
5524,4
5739,4
8678,4
7235,4
5371,4
5739,4
7039,4
8357,4
8356,4
8357,4
8328,4
8366,4
8325,4
4873,4
8130,4
5139,4
8357,4
5730,4
5739,4
8673,4
3647,4
8130,4
8356,4
8678,4
5372,4
8678,4
8363,4
8357,4
8366,4
8328,4
7235,4
8366,4
5730,4
4873,4
3647,4
8673,4
4873,4
8678,4
8653,4
8673,4
8328,4
8690,4
5372,4
4873,4
5330,4
8690,4
8363,4
8673,4
8673,4
8374,4
8673,4
8371,4
3501,4
5739,4
5730,4
8653,4
8356,4
8357,4
8328,4
8673,4
5139,4
8325,4
8366,4
8678,4
8356,4
8690,4
8357,4
8356,4
8363,4
8328,4
8366,4
8374,4
5730,4
5330,4
5739,4
8363,4
8479,4
8366,4
5739,4
3501,4
5739,4
5524,4
8366,4
8653,4
7235,4
5739,4
7039,4
8653,4
8363,4
3647,4
8690,4
8357,4
8356,4
8678,4
5730,4
7039,4
8653,4
8357,4
4873,4
8356,4
8356,4
8328,4
8374,4
8673,4
8374,4
4873,4
8678,4
8325,4
8356,4
8366,4
5524,4
8325,4
8374,4
5730,4
8357,4
4873,4
5739,4
8328,4
4873,4
8673,4
8356,4
8653,4
8653,4
8366,4
8678,4
4873,4
8678,4
5372,4
8689,4
5730,4
8363,4
7039,4
4873,4
8130,4
8371,4
8690,4
8673,4
8673,4
8371,4
8678,4
4000,4
7235,4
8366,4
8374,4
8363,4
8690,4
8673,4
4873,4
4957,4
3647,4
8653,4
8357,4
8678,4
8678,4
3359,4
8328,4
8374,4
8678,4
5688,4
3359,4
8356,4
8363,4
4873,4
8371,4
4873,4
8673,4
5336,4
8479,4
8689,4
8673,4
8690,4
8678,4
4873,4
8363,4
4873,4
3501,4
5739,4
4873,4
8678,4
5370,4
8673,4
5730,4
8690,4
8366,4
8366,4
5524,4
8357,4
8363,4
8678,4
8689,4
8673,4
3647,4
8366,4
8366,4
8653,4
8371,4
8678,4
8673,4
8371,4
8653,4
8678,4
5739,4
8371,4
5330,4
8130,4
4873,4
7039,4
8374,4
8328,4
8136,4
8363,4
5139,4
8317,4
8317,4
8673,4
8356,4
4873,4
3501,4
8356,4
8690,4
8690,4
8363,4
8130,4
8678,4
8673,4
7039,4
8366,4
5730,4
3647,4
8653,4
8678,4
8356,4
7235,4
5372,4
8653,4
8363,4
8328,4
3647,4
8356,4
8356,4
8690,4
5739,4
3359,4
8356,4
5371,4
8325,4
3359,4
7039,4
5688,4
7235,4
3501,4
8673,4
3647,4
8374,4
8357,4
8328,4
8366,4
8653,4
5739,4
8366,4
8673,4
7235,4
8366,4
5739,4
5739,4
8357,4
8678,4
8366,4
8366,4
8371,4
8366,4
5524,4
8689,4
8357,4
8366,4
8356,4
8653,4
4957,4
8479,4
7039,4
8363,4
8678,4
8366,4
8678,4
5730,4
8678,4
5730,4
5730,4
5370,4
8690,4
8328,4
5739,4
3501,4
8653,4
8371,4
8653,4
8356,4
3359,4
8130,4
8363,4
8130,4
5371,4
8689,4
8328,4
8374,4
3359,4
8678,4
5730,4
8366,4
8653,4
4873,4
4957,4
8673,4
8325,4
8366,4
5730,4
8357,4
8673,4
8363,4
4873,4
8653,4
3359,4
8363,4
8673,4
8356,4
4873,4
3647,4
8479,4
5524,4
4873,4
8363,4
5730,4
8690,4
5730,4
8366,4
4957,4
5739,4
5739,4
8689,4
8479,4
8363,4
7039,4
3359,4
8363,4
4873,4
4873,4
5372,4
5730,4
8363,4
8325,4
8678,4
5730,4
8328,4
4943,4
8479,4
8678,4
5739,4
8678,4
7039,4
5370,4
8371,4
8673,4
8678,4
5336,4
8325,4
8317,4
5330,4
8328,4
8363,4
3501,4
8325,4
5739,4
5330,4
3647,4
8374,4
8328,4
8374,4
8130,4
3501,4
8317,4
8356,4
8130,4
8690,4
8130,4
5524,4
8690,4
7039,4
8678,4
8130,4
8673,4
8374,4
8479,4
8678,4
3647,4
8366,4
8366,4
8366,4
5524,4
8356,4
5739,4
8374,4
8673,4
8130,4
8678,4
8357,4
5524,4
8673,4
8356,4
8356,4
8317,4
8673,4
5730,4
3647,4
8328,4
8690,4
8371,4
8356,4
8366,4
3647,4
8363,4
8673,4
3647,4
8371,4
5371,4
5730,4
3359,4
8374,4
5372,4
3647,4
5739,4
7039,4
8374,4
5730,4
5730,4
8653,4
8653,4
8673,4
8325,4
8673,4
5739,4
8673,4
3359,4
7039,4
8678,4
8332,4
8363,4
4873,4
5730,4
8328,4
8325,4
8325,4
5730,4
7039,4
3359,4
5730,4
8690,4
8678,4
8325,4
3647,4
8653,4
5730,4
8374,4
5739,4
5372,4
8479,4
5730,4
8366,4
7039,4
5730,4
8673,4
8325,4
5739,4
8690,4
8678,4
7235,4
8328,4
8363,4
5739,4
8328,4
8130,4
5524,4
5514,4
8371,4
8479,4
5372,4
8366,4
8678,4
5730,4
7039,4
7235,4
5739,4
8366,4
8678,4
5730,4
3647,4
8690,4
8130,4
8366,4
8325,4
3359,4
3359,4
5372,4
3359,4
8678,4
8363,4
8357,4
8653,4
5330,4
8678,4
8356,4
8130,4
4873,4
3501,4
4873,4
8363,4
8357,4
8678,4
8690,4
8690,4
8653,4
8678,4
8678,4
8356,4
5371,4
7039,4
8673,4
3501,4
8690,4
5730,4
3647,4
8673,4
8479,4
8374,4
8328,4
4873,4
5730,4
8678,4
3359,4
5336,4
3647,4
8653,4
5524,4
8363,4
8371,4
8328,4
3647,4
4873,4
7039,4
8332,4
7235,4
8366,4
4873,4
8363,4
8366,4
8678,4
8673,4
4957,4
8366,4
8678,4
5730,4
8356,4
3647,4
4873,4
8653,4
8653,4
7039,4
8328,4
8363,4
5730,4
5730,4
8366,4
5739,4
5730,4
8366,4
8371,4
5739,4
5730,4
8328,4
8371,4
3647,4
8328,4
8653,4
8357,4
8356,4
8479,4
8130,4
8374,4
8673,4
8673,4
3359,4
3501,4
7039,4
5739,4
8673,4
8678,4
8366,4
8653,4
8366,4
8690,4
5330,4
5730,4
5730,4
8357,4
8479,4
8689,4
8366,4
8374,4
8371,4
7039,4
5336,4
8325,4
8363,4
4873,4
8325,4
5524,4
3647,4
8689,4
5524,4
7235,4
8357,4
8689,4
5739,4
8673,4
5730,4
7235,4
8363,4
5524,4
8325,4
8678,4
4873,4
8673,4
8356,4
3647,4
4873,4
8653,4
8653,4
3647,4
5739,4
3501,4
8678,4
5524,4
5330,4
8653,4
8678,4
4943,4
5739,4
8366,4
8328,4
8690,4
3501,4
8678,4
8363,4
8690,4
8479,4
8325,4
8690,4
3359,4
5372,4
3647,4
8673,4
5688,4
5370,4
8357,4
8363,4
8678,4
3647,4
8130,4
8356,4
8366,4
8374,4
8678,4
4873,4
8690,4
3501,4
8673,4
8653,4
8673,4
5524,4
5739,4
8363,4
8371,4
8366,4
8328,4
8328,4
8356,4
8130,4
5730,4
8366,4
5730,4
8673,4
5739,4
3359,4
8678,4
5372,4
8690,4
5730,4
8374,4
5370,4
5730,4
8678,4
5739,4
8690,4
8363,4
8678,4
3647,4
8366,4
5370,4
8356,4
7235,4
8653,4
3647,4
8130,4
7039,4
8690,4
5739,4
8371,4
5730,4
3359,4
8130,4
3359,4
5139,4
7039,4
8374,4
8357,4
7235,4
5730,4
8366,4
5524,4
8690,4
8130,4
8371,4
8136,4
8366,4
5730,4
8690,4
8653,4
8678,4
5524,4
8690,4
8678,4
5730,4
5372,4
3359,4
8678,4
8673,4
8356,4
8366,4
8325,4
8374,4
8673,4
5882,4
8325,4
8653,4
3359,4
3359,4
8374,4
8479,4
8366,4
8653,4
8653,4
8673,4
5739,4
8653,4
8653,4
8357,4
8363,4
4873,4
3647,4
8325,4
8357,4
8328,4
8366,4
8689,4
8673,4
7039,4
8653,4
8356,4
8325,4
8363,4
8678,4
8371,4
5739,4
8673,4
5688,4
5524,4
8356,4
8374,4
8130,4
8371,4
3647,4
5524,4
8317,4
3501,4
5524,4
8356,4
3359,4
8653,4
3647,4
5524,4
8673,4
8371,4
8371,4
8371,4
5330,4
8690,4
4957,4
4873,4
8357,4
8328,4
3647,4
8673,4
5739,4
8366,4
8673,4
5330,4
8653,4
8357,4
8317,4
5688,4
8371,4
8357,4
5739,4
8374,4
4873,4
4873,4
4873,4
8328,4
8325,4
7039,4
3359,4
8363,4
5730,4
8371,4
8374,4
3359,4
8328,4
8328,4
5739,4
3647,4
8678,4
5330,4
8653,4
3647,4
8479,4
3647,4
4873,4
8479,4
7235,4
8690,4
8130,4
8363,4
8653,4
5730,4
8363,4
5730,4
3359,4
3501,4
8678,4
8673,4
8357,4
8690,4
8374,4
5139,4
8678,4
5524,4
5739,4
5372,4
5730,4
5372,4
8678,4
8678,4
8366,4
4957,4
3359,4
8317,4
8357,4
8356,4
5524,4
5733,4
8690,4
8653,4
8366,4
7039,4
5733,4
5739,4
5688,4
5452,4
8678,4
8673,4
5370,4
8690,4
7235,4
5739,4
4873,4
8371,4
8673,4
3359,4
5524,4
8673,4
8328,4
8332,4
3647,4
8653,4
5330,4
5524,4
4873,4
8366,4
8673,4
8363,4
4873,4
8678,4
3647,4
8673,4
8366,4
8653,4
4873,4
8366,4
3501,4
5739,4
8678,4
8366,4
8653,4
8328,4
4873,4
5370,4
8673,4
8356,4
8678,4
8130,4
8673,4
5139,4
3359,4
7039,4
8130,4
3647,4
8673,4
8366,4
8689,4
8653,4
8130,4
7039,4
8366,4
8325,4
8363,4
8356,4
8130,4
5739,4
8366,4
5739,4
8690,4
3359,4
8653,4
8690,4
5524,4
8374,4
8356,4
8366,4
8363,4
8673,4
3359,4
5739,4
8374,4
8678,4
8366,4
8325,4
8371,4
8374,4
4873,4
8653,4
8357,4
5739,4
8678,4
8363,4
8479,4
8653,4
3359,4
5730,4
4943,4
5524,4
8673,4
8366,4
8363,4
5739,4
8678,4
8374,4
8366,4
8678,4
8673,4
8363,4
8690,4
8690,4
8328,4
8374,4
8374,4
3359,4
8356,4
8371,4
8374,4
8366,4
3359,4
5524,4
8371,4
3647,4
8363,4
7039,4
5739,4
8363,4
7039,4
8363,4
7235,4
5730,4
8690,4
5730,4
8374,4
8366,4
5372,4
3501,4
5370,4
8678,4
8678,4
8366,4
8363,4
8690,4
8371,4
8374,4
8371,4
8673,4
8366,4
8356,4
8690,4
8357,4
7235,4
6924,4
8367,4
8317,4
8328,4
8678,4
8363,4
8690,4
8678,4
8371,4
5330,4
8130,4
5730,4
5370,4
8371,4
8366,4
8325,4
3647,4
5730,4
8678,4
8479,4
5730,4
8366,4
3647,4
8328,4
8366,4
8332,4
3647,4
7235,4
8357,4
8374,4
8363,4
8356,4
3501,4
8366,4
4873,4
8366,4
8678,4
8678,4
8325,4
7039,4
8371,4
8130,4
5730,4
5739,4
8690,4
8130,4
8371,4
3501,4
3647,4
8325,4
8328,4
4873,4
8678,4
7235,4
8673,4
3501,4
5730,4
5730,4
5372,4
8653,4
8678,4
8479,4
8678,4
8371,4
8678,4
8356,4
8479,4
8673,4
4873,4
8371,4
5730,4
3359,4
8363,4
3359,4
7039,4
7039,4
5524,4
8690,4
8328,4
8325,4
5371,4
8374,4
8371,4
8366,4
8325,4
3359,4
8363,4
8356,4
5372,4
8371,4
7235,4
8690,4
8479,4
3359,4
8678,4
8363,4
8653,4
8363,4
5730,4
5524,4
3647,4
8678,4
3501,4
3359,4
7039,4
8678,4
7039,4
8479,4
3501,4
5730,4
3501,4
8366,4
8690,4
5139,4
8678,4
8678,4
8678,4
3501,4
8136,4
8673,4
8366,4
8374,4
8130,4
3359,4
8678,4
5730,4
8363,4
8678,4
8689,4
5730,4
8356,4
5733,4
8363,4
8673,4
5524,4
8130,4
8136,4
8690,4
3501,4
4873,4
5730,4
8374,4
8366,4
8357,4
8130,4
8366,4
5730,4
3359,4
8363,4
5739,4
8363,4
8673,4
8328,4
8678,4
5371,4
5524,4
7039,4
8371,4
3501,4
8689,4
7039,4
8356,4
8673,4
5730,4
8366,4
5739,4
8328,4
8130,4
8366,4
8479,4
8363,4
8356,4
8678,4
8653,4
8374,4
8363,4
5524,4
8689,4
8678,4
7039,4
4873,4
3501,4
5730,4
5739,4
8356,4
8689,4
8673,4
4873,4
8317,4
8356,4
8673,4
8356,4
3501,4
8678,4
7235,4
8366,4
8366,4
8328,4
5730,4
3647,4
5739,4
8363,4
5730,4
8690,4
8374,4
8673,4
8130,4
5730,4
5730,4
8328,4
8366,4
7235,4
8653,4
3359,4
5739,4
5730,4
8673,4
8479,4
8357,4
8479,4
8690,4
8325,4
8653,4
8690,4
3501,4
8371,4
8363,4
3647,4
5882,4
8374,4
8357,4
3359,4
8366,4
8374,4
5524,4
8690,4
8371,4
8678,4
8357,4
5730,4
8690,4
8374,4
3359,4
4869,4
8325,4
8328,4
8371,4
8673,4
8130,4
8371,4
8328,4
8673,4
8366,4
8366,4
3359,4
8673,4
8673,4
8366,4
7039,4
5730,4
8673,4
8328,4
3647,4
8374,4
7039,4
8356,4
8479,4
8130,4
8371,4
8130,4
8130,4
8366,4
8678,4
8130,4
5730,4
8363,4
7039,4
3359,4
8673,4
8690,4
8678,4
5739,4
8356,4
8653,4
5739,4
8479,4
8673,4
8374,4
8371,4
5336,4
7235,4
8328,4
5524,4
8366,4
7039,4
8130,4
3501,4
5336,4
8363,4
7039,4
7039,4
8690,4
8357,4
8673,4
5739,4
8366,4
8328,4
5730,4
8325,4
5524,4
8325,4
8678,4
8673,4
5370,4
8130,4
8678,4
8673,4
4873,4
4873,4
5524,4
4873,4
